0.620466928,0.473198322
0.571885501,0.401706741
0.523686117,0.457742698
0.55685802,0.458185195
0.376765056,0.44965678
0.623380977,0.509609551
0.450485469,0.46531586
0.65799129,0.505091813
0.564430056,0.523390027
0.625287191,0.490163713
0.603267676,0.520241502
0.577091087,0.447611842
0.542331279,0.379346913
0.583762574,0.410256024
0.587087583,0.480569027
0.554656164,0.474764425
0.602266401,0.468413655
0.565415703,0.525927332
0.596608575,0.506213185
0.597978083,0.466385735
0.625008325,0.477654173
0.581120242,0.415964231
0.590889153,0.47047288
0.647374137,0.523974033
0.65910412,0.509797005
0.593473227,0.419216786
0.549120946,0.336840989
0.597233994,0.370666845
0.515311704,0.281212225
0.70391488,0.594318707
0.542555135,0.332141082
0.610327533,0.467653418
0.565936592,0.346031059
0.575470624,0.358898582
0.640603123,0.444515527
0.55153351,0.356751216
0.602188246,0.405829671
0.592511419,0.387246036
0.474006425,0.232919684
0.58414702,0.408963346
0.614416723,0.428646749
0.689876786,0.52899428
0.502173777,0.258565055
0.594076757,0.452386528
0.60960527,0.450745472
0.681344397,0.56485751
0.595148698,0.434246308
0.635129311,0.489698058
0.60018349,0.452176016
0.587227125,0.426418497
0.585724993,0.418813248
0.579125172,0.418566145
0.638515748,0.475327141
0.572499446,0.39424913
0.442019895,0.238775555
0.461038776,0.241272495
0.414025987,0.189529915
0.490120513,0.285281614
0.501570303,0.289167153
0.590796956,0.510977064
0.61918915,0.496301927
0.554186041,0.534400665
0.645716567,0.51882691
0.630017467,0.554117051
0.620246815,0.544840977
0.603981808,0.483083922
0.590143959,0.464971663
0.616958993,0.503360728
0.579752738,0.474264351
0.575981619,0.472691962
0.595782277,0.488804711
0.587125743,0.411902773
0.641675267,0.501995101
0.561534275,0.347714836
0.624987233,0.497614716
0.635090427,0.434894478
0.619789664,0.416571213
0.64159945,0.44762165
0.624567572,0.592185598
0.688353583,0.517401077
0.689478596,0.52659234
0.510691899,0.399880361
0.533529007,0.416680789
0.593919735,0.446934692
0.459936171,0.303319747
0.684674459,0.574546981
0.614822351,0.590080446
0.638511217,0.657054387
0.640224901,0.656816576
0.676787035,0.630450206
0.617735163,0.658098052
0.669884922,0.643549568
0.627702758,0.540483439
0.457437169,0.397948813
0.713531458,0.690220714
0.719394029,0.681873241
0.664866866,0.639262596
0.725543275,0.677162371
0.605511665,0.610252965
0.541468672,0.499220974
0.373543503,0.44081579
0.4716624,0.544106637
0.381005429,0.43197953
0.324784313,0.517275377
0.521099188,0.596144561
0.510863231,0.571423814
0.373342702,0.463758088
0.506913638,0.6696593
0.119469079,0.235156035
0.408070399,0.570370433
0.197278361,0.294845714
0.120297588,0.226961964
0.202772648,0.282621655
0.362725155,0.293450245
0.601525218,0.554598695
0.427914755,0.388619202
0.197874849,0.233583085
0.184216954,0.22275135
0.339630882,0.401966301
0.312895965,0.307228993
0.665416882,0.610397886
0.485421855,0.461385625
0.450854947,0.525008804
0.37606292,0.426583672
0.548693694,0.453079116
0.614586871,0.542778293
0.464544566,0.438827708
